"PUPIL","ACT","OBSERVED","ORDERED","EXPECTATION","VARIANCE","ZSCORE","RESIDUAL","PERSON.MEASURE","ITEM.MEASURE","MEASURE.DIFFERENCE","LOG.PROBABILITY.","PREDICTED.PERSON.MEASURE","PREDICTED.ITEM.MEASURE","KURTOSIS","MORE.PROBABLE.RESPONSE","RESPONSE.WEIGHT","CODE","PERSON.LABEL","ITEM.LABEL"
38,19,2,2,1.968,0.032,0.179,0.032,1.549,-2.161,3.709,-0.032,-0.502,-0.11,0.036,2,1,2,"MOOSE, BULLWINKLE","GO TO ZOO"
38,20,2,2,0.912,0.442,1.636,1.088,1.549,1.747,-0.198,-1.71,3.866,-0.571,0.439,1,1,2,"MOOSE, BULLWINKLE","WATCH BUGS"
38,21,2,2,1.851,0.142,0.395,0.149,1.549,-0.804,2.353,-0.152,0.997,-0.253,0.162,2,1,2,"MOOSE, BULLWINKLE","WATCH BIRD MAKE NEST"
38,22,2,2,1.635,0.291,0.676,0.365,1.549,-0.009,1.558,-0.408,2.003,-0.464,0.272,2,1,2,"MOOSE, BULLWINKLE","FIND OUT WHAT ANIMALS EAT"
38,23,1,1,0.783,0.526,0.299,0.217,1.549,1.947,-0.398,-0.85,1.947,1.549,0.54,1,1,1,"MOOSE, BULLWINKLE","WATCH A RAT"
38,24,2,2,1.762,0.219,0.51,0.238,1.549,-0.32,1.869,-0.248,1.496,-0.268,0.249,2,1,2,"MOOSE, BULLWINKLE","FIND OUT WHAT FLOWERS LIVE ON"
38,25,1,1,1.488,0.364,-0.809,-0.488,1.549,0.421,1.127,-0.923,0.421,1.549,0.341,2,1,1,"MOOSE, BULLWINKLE","TALK W/FRIENDS ABOUT PLANTS"
39,1,2,2,1.778,0.177,0.527,0.222,2.032,-0.892,2.924,-0.248,1.879,-0.738,0.104,2,1,2,"SQURREL, ROCKY J.","WATCH BIRDS"
39,2,2,2,1.904,0.096,0.31,0.096,2.032,-0.611,2.643,-0.096,1.065,0.357,0.118,2,1,2,"SQURREL, ROCKY J.","READ BOOKS ON ANIMALS"
39,3,2,2,1.62,0.274,0.726,0.38,2.032,0.279,1.754,-0.447,2.577,-0.266,0.196,2,1,2,"SQURREL, ROCKY J.","READ BOOKS ON PLANTS"
39,4,1,1,1.081,0.351,-0.137,-0.081,2.032,1.802,0.23,-0.442,1.802,2.032,0.345,1,1,1,"SQURREL, ROCKY J.","WATCH GRASS CHANGE"
39,5,0,0,0.916,0.535,-1.252,-0.916,2.032,2.189,-0.156,-1.161,0.357,3.864,0.537,1,1,0,"SQURREL, ROCKY J.","FIND BOTTLES AND CANS"
39,6,2,2,1.658,0.257,0.675,0.342,2.032,0.164,1.869,-0.395,2.433,-0.237,0.188,2,1,2,"SQURREL, ROCKY J.","LOOK UP STRANGE ANIMAL OR PLANT"
39,7,2,2,1.45,0.377,0.896,0.55,2.032,0.994,1.038,-0.664,3.05,-0.024,0.35,2,1,2,"SQURREL, ROCKY J.","WATCH ANIMAL MOVE"
39,8,1,1,1.155,0.392,-0.248,-0.155,2.032,1.641,0.392,-0.538,1.641,2.032,0.378,1,1,1,"SQURREL, ROCKY J.","LOOK IN SIDEWALK CRACKS"
39,9,1,1,1.628,0.309,-1.13,-0.628,2.032,0.6,1.433,-1.218,0.6,2.032,0.326,2,1,1,"SQURREL, ROCKY J.","LEARN WEED NAMES"
39,10,2,2,1.94,0.057,0.249,0.06,2.032,-1.57,3.602,-0.061,0.473,-0.011,0.055,2,1,2,"SQURREL, ROCKY J.","LISTEN TO BIRD SING"
39,11,2,2,1.883,0.105,0.36,0.117,2.032,-1.372,3.404,-0.123,1.135,-0.475,0.082,2,1,2,"SQURREL, ROCKY J.","FIND WHERE ANIMAL LIVES"
39,12,2,2,1.96,0.039,0.205,0.04,2.032,-1.139,3.172,-0.041,-0.041,0.934,0.034,2,1,2,"SQURREL, ROCKY J.","GO TO MUSEUM"
39,13,2,2,1.961,0.043,0.188,0.039,2.032,-0.896,2.928,-0.037,0.437,0.699,0.069,2,1,2,"SQURREL, ROCKY J.","GROW GARDEN"
39,14,1,1,1.641,0.271,-1.232,-0.641,2.032,0.294,1.739,-1.146,0.294,2.032,0.213,2,1,1,"SQURREL, ROCKY J.","LOOK AT PICTURES OF PLANTS"
39,15,2,2,1.851,0.136,0.403,0.149,2.032,-0.559,2.591,-0.155,1.448,0.025,0.13,2,1,2,"SQURREL, ROCKY J.","READ ANIMAL STORIES"
39,16,2,2,1.533,0.298,0.856,0.467,2.032,0.468,1.564,-0.584,2.899,-0.398,0.195,2,1,2,"SQURREL, ROCKY J.","MAKE A MAP"
39,17,2,2,1.726,0.227,0.575,0.274,2.032,0.045,1.987,-0.301,2.142,-0.064,0.196,2,1,2,"SQURREL, ROCKY J.","WATCH WHAT ANIMALS EAT"
39,18,2,2,1.992,0.008,0.087,0.008,2.032,-2.256,4.288,-0.008,-0.979,0.755,0.01,2,1,2,"SQURREL, ROCKY J.","GO ON PICNIC"
39,19,2,2,1.98,0.02,0.14,0.02,2.032,-2.161,4.193,-0.02,-0.502,0.374,0.021,2,1,2,"SQURREL, ROCKY J.","GO TO ZOO"
39,20,1,1,1.127,0.439,-0.191,-0.127,2.032,1.747,0.286,-0.607,1.747,2.032,0.434,1,1,1,"SQURREL, ROCKY J.","WATCH BUGS"
39,21,2,2,1.907,0.091,0.31,0.093,2.032,-0.804,2.836,-0.095,0.997,0.231,0.1,2,1,2,"SQURREL, ROCKY J.","WATCH BIRD MAKE NEST"
39,22,2,2,1.756,0.21,0.532,0.244,2.032,-0.009,2.042,-0.263,2.003,0.02,0.197,2,1,2,"SQURREL, ROCKY J.","FIND OUT WHAT ANIMALS EAT"
39,23,0,0,1.047,0.552,-1.409,-1.047,2.032,1.947,0.086,-1.372,0.154,3.825,0.553,1,1,0,"SQURREL, ROCKY J.","WATCH A RAT"
39,24,2,2,1.848,0.144,0.399,0.152,2.032,-0.32,2.353,-0.155,1.496,0.215,0.161,2,1,2,"SQURREL, ROCKY J.","FIND OUT WHAT FLOWERS LIVE ON"
39,25,2,2,1.645,0.283,0.668,0.355,2.032,0.421,1.611,-0.398,2.457,-0.003,0.259,2,1,2,"SQURREL, ROCKY J.","TALK W/FRIENDS ABOUT PLANTS"
40,1,2,2,1.714,0.212,0.621,0.286,1.701,-0.892,2.593,-0.331,1.879,-1.069,0.112,2,1,2,"BADENOV, BORIS","WATCH BIRDS"
40,2,2,2,1.866,0.133,0.366,0.134,1.701,-0.611,2.312,-0.134,1.065,0.026,0.17,2,1,2,"BADENOV, BORIS","READ BOOKS ON ANIMALS"
40,3,2,2,1.523,0.314,0.852,0.477,1.701,0.279,1.423,-0.589,2.577,-0.597,0.233,2,1,2,"BADENOV, BORIS","READ BOOKS ON PLANTS"
40,4,1,1,0.965,0.351,0.06,0.035,1.701,1.802,-0.101,-0.434,1.802,1.701,0.35,1,1,1,"BADENOV, BORIS","WATCH GRASS CHANGE"
40,5,0,0,0.743,0.502,-1.05,-0.743,1.701,2.189,-0.487,-0.887,0.357,3.533,0.516,1,1,0,"BADENOV, BORIS","FIND BOTTLES AND CANS"
40,6,1,1,1.565,0.3,-1.032,-0.565,1.701,0.164,1.538,-0.968,0.164,1.701,0.224,2,1,1,"BADENOV, BORIS","LOOK UP STRANGE ANIMAL OR PLANT"
40,7,1,1,1.318,0.421,-0.49,-0.318,1.701,0.994,0.708,-0.738,0.994,1.701,0.404,1,1,1,"BADENOV, BORIS","WATCH ANIMAL MOVE"
40,8,0,0,1.024,0.398,-1.624,-1.024,1.701,1.641,0.061,-1.676,-0.641,3.984,0.397,1,1,0,"BADENOV, BORIS","LOOK IN SIDEWALK CRACKS"
40,9,2,2,1.515,0.378,0.79,0.485,1.701,0.6,1.102,-0.547,2.492,-0.191,0.393,2,1,2,"BADENOV, BORIS","LEARN WEED NAMES"
40,10,2,2,1.918,0.078,0.293,0.082,1.701,-1.57,3.271,-0.084,0.473,-0.342,0.074,2,1,2,"BADENOV, BORIS","LISTEN TO BIRD SING"
40,11,2,2,1.844,0.135,0.424,0.156,1.701,-1.372,3.074,-0.168,1.135,-0.805,0.099,2,1,2,"BADENOV, BORIS","FIND WHERE ANIMAL LIVES"
40,12,2,2,1.945,0.052,0.242,0.055,1.701,-1.139,2.841,-0.057,-0.041,0.603,0.044,2,1,2,"BADENOV, BORIS","GO TO MUSEUM"
40,13,2,2,1.944,0.064,0.223,0.056,1.701,-0.896,2.598,-0.052,0.437,0.368,0.111,2,1,2,"BADENOV, BORIS","GROW GARDEN"
40,14,2,2,1.544,0.317,0.81,0.456,1.701,0.294,1.408,-0.547,2.489,-0.494,0.256,2,1,2,"BADENOV, BORIS","LOOK AT PICTURES OF PLANTS"
40,15,2,2,1.8,0.178,0.475,0.2,1.701,-0.559,2.261,-0.213,1.448,-0.305,0.168,2,1,2,"BADENOV, BORIS","READ ANIMAL STORIES"
40,16,1,1,1.43,0.325,-0.754,-0.43,1.701,0.468,1.233,-0.713,0.468,1.701,0.233,1,1,1,"BADENOV, BORIS","MAKE A MAP"
40,17,2,2,1.643,0.278,0.678,0.357,1.701,0.045,1.656,-0.405,2.142,-0.395,0.24,2,1,2,"BADENOV, BORIS","WATCH WHAT ANIMALS EAT"
40,18,2,2,1.989,0.012,0.102,0.011,1.701,-2.256,3.957,-0.011,-0.979,0.424,0.016,2,1,2,"BADENOV, BORIS","GO ON PICNIC"
40,19,2,2,1.972,0.028,0.166,0.028,1.701,-2.161,3.862,-0.028,-0.502,0.043,0.03,2,1,2,"BADENOV, BORIS","GO TO ZOO"
40,20,1,1,0.98,0.445,0.03,0.02,1.701,1.747,-0.045,-0.589,1.747,1.701,0.445,1,1,1,"BADENOV, BORIS","WATCH BUGS"
40,21,2,2,1.871,0.124,0.366,0.129,1.701,-0.804,2.505,-0.131,0.997,-0.1,0.139,2,1,2,"BADENOV, BORIS","WATCH BIRD MAKE NEST"
40,22,2,2,1.678,0.264,0.627,0.322,1.701,-0.009,1.711,-0.356,2.003,-0.311,0.247,2,1,2,"BADENOV, BORIS","FIND OUT WHAT ANIMALS EAT"
40,23,0,0,0.865,0.543,-1.174,-0.865,1.701,1.947,-0.245,-1.056,0.154,3.494,0.548,1,1,0,"BADENOV, BORIS","WATCH A RAT"
40,24,2,2,1.793,0.192,0.472,0.207,1.701,-0.32,2.022,-0.214,1.496,-0.115,0.218,2,1,2,"BADENOV, BORIS","FIND OUT WHAT FLOWERS LIVE ON"
40,25,2,2,1.542,0.339,0.786,0.458,1.701,0.421,1.28,-0.532,2.457,-0.334,0.314,2,1,2,"BADENOV, BORIS","TALK W/FRIENDS ABOUT PLANTS"
41,1,2,2,1.982,0.018,0.137,0.018,4.734,-0.892,5.626,-0.018,1.879,1.964,0.017,2,1,2,"FATALE, NATASHA","WATCH BIRDS"
41,2,2,2,1.994,0.006,0.08,0.006,4.734,-0.611,5.345,-0.006,1.065,3.059,0.007,2,1,2,"FATALE, NATASHA","READ BOOKS ON ANIMALS"
41,3,2,2,1.965,0.034,0.189,0.035,4.734,0.279,4.456,-0.035,2.577,2.436,0.032,2,1,2,"FATALE, NATASHA","READ BOOKS ON PLANTS"
41,4,2,2,1.831,0.145,0.443,0.169,4.734,1.802,2.932,-0.182,4.26,2.276,0.106,2,1,2,"FATALE, NATASHA","WATCH GRASS CHANGE"
41,5,2,2,1.872,0.123,0.366,0.128,4.734,2.189,2.546,-0.131,4.02,2.903,0.134,2,1,2,"FATALE, NATASHA","FIND BOTTLES AND CANS"
41,6,2,2,1.97,0.029,0.176,0.03,4.734,0.164,4.571,-0.031,2.433,2.465,0.028,2,1,2,"FATALE, NATASHA","LOOK UP STRANGE ANIMAL OR PLANT"
41,7,2,2,1.947,0.051,0.234,0.053,4.734,0.994,3.74,-0.054,3.05,2.678,0.049,2,1,2,"FATALE, NATASHA","WATCH ANIMAL MOVE"
41,8,2,2,1.876,0.112,0.37,0.124,4.734,1.641,3.093,-0.13,3.923,2.452,0.093,2,1,2,"FATALE, NATASHA","LOOK IN SIDEWALK CRACKS"
41,9,2,2,1.971,0.029,0.173,0.029,4.734,0.6,4.135,-0.03,2.492,2.842,0.029,2,1,2,"FATALE, NATASHA","LEARN WEED NAMES"
41,10,2,2,1.996,0.004,0.064,0.004,4.734,-1.57,6.304,-0.004,0.473,2.691,0.004,2,1,2,"FATALE, NATASHA","LISTEN TO BIRD SING"
41,11,2,2,1.991,0.009,0.093,0.009,4.734,-1.372,6.106,-0.009,1.135,2.227,0.008,2,1,2,"FATALE, NATASHA","FIND WHERE ANIMAL LIVES"
41,12,2,2,1.997,0.003,0.053,0.003,4.734,-1.139,5.873,-0.003,-0.041,3.636,0.003,2,1,2,"FATALE, NATASHA","GO TO MUSEUM"
41,13,2,2,1.998,0.002,0.048,0.002,4.734,-0.896,5.63,-0.002,0.437,3.401,0.003,2,1,2,"FATALE, NATASHA","GROW GARDEN"
41,14,2,2,1.969,0.031,0.18,0.031,4.734,0.294,4.441,-0.032,2.489,2.539,0.029,2,1,2,"FATALE, NATASHA","LOOK AT PICTURES OF PLANTS"
41,15,2,2,1.989,0.011,0.104,0.011,4.734,-0.559,5.293,-0.011,1.448,2.727,0.011,2,1,2,"FATALE, NATASHA","READ ANIMAL STORIES"
41,16,2,2,1.952,0.046,0.224,0.048,4.734,0.468,4.266,-0.049,2.899,2.304,0.042,2,1,2,"FATALE, NATASHA","MAKE A MAP"
41,17,2,2,1.978,0.022,0.149,0.022,4.734,0.045,4.689,-0.022,2.142,2.638,0.021,2,1,2,"FATALE, NATASHA","WATCH WHAT ANIMALS EAT"
41,18,2,2,1.999,0.001,0.022,0.001,4.734,-2.256,6.99,-0.001,-0.979,3.457,0.001,2,1,2,"FATALE, NATASHA","GO ON PICNIC"
41,19,2,2,1.999,0.001,0.036,0.001,4.734,-2.161,6.895,-0.001,-0.502,3.076,0.001,2,1,2,"FATALE, NATASHA","GO TO ZOO"
41,20,2,2,1.884,0.107,0.355,0.116,4.734,1.747,2.988,-0.121,3.866,2.615,0.097,2,1,2,"FATALE, NATASHA","WATCH BUGS"
41,21,2,2,1.994,0.006,0.08,0.006,4.734,-0.804,5.538,-0.006,0.997,2.933,0.006,2,1,2,"FATALE, NATASHA","WATCH BIRD MAKE NEST"
41,22,2,2,1.981,0.019,0.138,0.019,4.734,-0.009,4.744,-0.019,2.003,2.721,0.018,2,1,2,"FATALE, NATASHA","FIND OUT WHAT ANIMALS EAT"
41,23,1,1,1.903,0.094,-2.94,-0.903,4.734,1.947,2.788,-2.408,1.947,4.734,0.105,2,1,1,"FATALE, NATASHA","WATCH A RAT"
41,24,2,2,1.989,0.011,0.103,0.011,4.734,-0.32,5.055,-0.011,1.496,2.917,0.011,2,1,2,"FATALE, NATASHA","FIND OUT WHAT FLOWERS LIVE ON"
41,25,2,2,1.97,0.029,0.174,0.03,4.734,0.421,4.313,-0.03,2.457,2.699,0.029,2,1,2,"FATALE, NATASHA","TALK W/FRIENDS ABOUT PLANTS"
42,1,2,2,1.468,0.286,0.994,0.532,0.737,-0.892,1.629,-0.72,1.879,-2.033,0.15,1,1,2,"LEADER, FEARLESS","WATCH BIRDS"
42,2,1,1,1.658,0.32,-1.163,-0.658,0.737,-0.611,1.348,-1.401,-0.611,0.737,0.416,2,1,1,"LEADER, FEARLESS","READ BOOKS ON ANIMALS"
42,3,2,2,1.179,0.386,1.322,0.821,0.737,0.279,0.459,-1.209,2.577,-1.561,0.367,1,1,2,"LEADER, FEARLESS","READ BOOKS ON PLANTS"
42,4,1,1,0.632,0.332,0.639,0.368,0.737,1.802,-1.065,-0.63,1.802,0.737,0.25,1,1,1,"LEADER, FEARLESS","WATCH GRASS CHANGE"
42,5,0,0,0.35,0.303,-0.636,-0.35,0.737,2.189,-1.451,-0.375,0.357,2.569,0.339,0,1,0,"LEADER, FEARLESS","FIND BOTTLES AND CANS"
42,6,1,1,1.228,0.388,-0.366,-0.228,0.737,0.164,0.574,-0.579,0.164,0.737,0.361,1,1,1,"LEADER, FEARLESS","LOOK UP STRANGE ANIMAL OR PLANT"
42,7,1,1,0.881,0.458,0.175,0.119,0.737,0.994,-0.257,-0.639,0.994,0.737,0.455,1,1,1,"LEADER, FEARLESS","WATCH ANIMAL MOVE"
42,8,1,1,0.65,0.365,0.579,0.35,0.737,1.641,-0.904,-0.667,1.641,0.737,0.31,1,1,1,"LEADER, FEARLESS","LOOK IN SIDEWALK CRACKS"
42,9,1,1,1.071,0.515,-0.099,-0.071,0.737,0.6,0.138,-0.735,0.6,0.737,0.516,1,1,1,"LEADER, FEARLESS","LEARN WEED NAMES"
42,10,2,2,1.801,0.175,0.475,0.199,0.737,-1.57,2.307,-0.212,0.473,-1.306,0.161,2,1,2,"LEADER, FEARLESS","LISTEN TO BIRD SING"
42,11,1,1,1.662,0.243,-1.342,-0.662,0.737,-1.372,2.109,-1.146,-1.372,0.737,0.145,2,1,1,"LEADER, FEARLESS","FIND WHERE ANIMAL LIVES"
42,12,2,2,1.867,0.115,0.391,0.133,0.737,-1.139,1.876,-0.142,-0.041,-0.361,0.075,2,1,2,"LEADER, FEARLESS","GO TO MUSEUM"
42,13,2,2,1.826,0.209,0.381,0.174,0.737,-0.896,1.633,-0.153,0.437,-0.596,0.415,2,1,2,"LEADER, FEARLESS","GROW GARDEN"
42,14,2,2,1.186,0.411,1.269,0.814,0.737,0.294,0.444,-1.152,2.489,-1.458,0.397,1,1,2,"LEADER, FEARLESS","LOOK AT PICTURES OF PLANTS"
42,15,2,2,1.555,0.337,0.767,0.445,0.737,-0.559,1.296,-0.511,1.448,-1.27,0.319,2,1,2,"LEADER, FEARLESS","READ ANIMAL STORIES"
42,16,1,1,1.096,0.357,-0.161,-0.096,0.737,0.468,0.269,-0.457,0.468,0.737,0.35,1,1,1,"LEADER, FEARLESS","MAKE A MAP"
42,17,1,1,1.304,0.415,-0.472,-0.304,0.737,0.045,0.692,-0.708,0.045,0.737,0.393,1,1,1,"LEADER, FEARLESS","WATCH WHAT ANIMALS EAT"
42,18,2,2,1.969,0.035,0.167,0.031,0.737,-2.256,2.993,-0.029,-0.979,-0.54,0.06,2,1,2,"LEADER, FEARLESS","GO ON PICNIC"
42,19,2,2,1.927,0.073,0.269,0.073,0.737,-2.161,2.898,-0.072,-0.502,-0.921,0.089,2,1,2,"LEADER, FEARLESS","GO TO ZOO"
42,20,0,0,0.575,0.374,-0.94,-0.575,0.737,1.747,-1.009,-0.714,-0.373,2.857,0.336,0,1,0,"LEADER, FEARLESS","WATCH BUGS"
42,21,1,1,1.684,0.282,-1.287,-0.684,0.737,-0.804,1.541,-1.384,-0.804,0.737,0.326,2,1,1,"LEADER, FEARLESS","WATCH BIRD MAKE NEST"
42,22,1,1,1.343,0.424,-0.527,-0.343,0.737,-0.009,0.747,-0.781,-0.009,0.737,0.412,1,1,1,"LEADER, FEARLESS","FIND OUT WHAT ANIMALS EAT"
42,23,0,0,0.42,0.357,-0.703,-0.42,0.737,1.947,-1.209,-0.451,0.154,2.53,0.408,0,1,0,"LEADER, FEARLESS","WATCH A RAT"
42,24,2,2,1.517,0.391,0.772,0.483,0.737,-0.32,1.058,-0.531,1.496,-1.08,0.432,2,1,2,"LEADER, FEARLESS","FIND OUT WHAT FLOWERS LIVE ON"
42,25,1,1,1.148,0.461,-0.217,-0.148,0.737,0.421,0.316,-0.66,0.421,0.737,0.458,1,1,1,"LEADER, FEARLESS","TALK W/FRIENDS ABOUT PLANTS"
43,1,2,2,1.646,0.242,0.72,0.354,1.402,-0.892,2.294,-0.427,1.879,-1.368,0.118,2,1,2,"MAN, SPIDER","WATCH BIRDS"
43,2,2,2,1.82,0.177,0.427,0.18,1.402,-0.611,2.013,-0.18,1.065,-0.273,0.232,2,1,2,"MAN, SPIDER","READ BOOKS ON ANIMALS"
43,3,2,2,1.424,0.344,0.981,0.576,1.402,0.279,1.123,-0.746,2.577,-0.896,0.274,1,1,2,"MAN, SPIDER","READ BOOKS ON PLANTS"
43,4,0,0,0.86,0.349,-1.454,-0.86,1.402,1.802,-0.4,-1.368,-0.656,3.86,0.333,1,1,0,"MAN, SPIDER","WATCH GRASS CHANGE"
43,5,1,1,0.601,0.449,0.596,0.399,1.402,2.189,-0.786,-0.937,2.189,1.402,0.476,0,1,1,"MAN, SPIDER","FIND BOTTLES AND CANS"
43,6,1,1,1.47,0.335,-0.812,-0.47,1.402,0.164,1.239,-0.813,0.164,1.402,0.263,2,1,1,"MAN, SPIDER","LOOK UP STRANGE ANIMAL OR PLANT"
43,7,2,2,1.187,0.449,1.212,0.813,1.402,0.994,0.408,-1.091,3.05,-0.654,0.442,1,1,2,"MAN, SPIDER","WATCH ANIMAL MOVE"
43,8,0,0,0.905,0.396,-1.439,-0.905,1.402,1.641,-0.239,-1.388,-0.641,3.684,0.39,1,1,0,"MAN, SPIDER","LOOK IN SIDEWALK CRACKS"
43,9,2,2,1.393,0.436,0.92,0.607,1.402,0.6,0.803,-0.71,2.492,-0.49,0.448,2,1,2,"MAN, SPIDER","LEARN WEED NAMES"
43,10,2,2,1.891,0.101,0.341,0.109,1.402,-1.57,2.972,-0.112,0.473,-0.641,0.096,2,1,2,"MAN, SPIDER","LISTEN TO BIRD SING"
43,11,2,2,1.799,0.167,0.493,0.201,1.402,-1.372,2.774,-0.221,1.135,-1.105,0.113,2,1,2,"MAN, SPIDER","FIND WHERE ANIMAL LIVES"
43,12,2,2,1.927,0.068,0.281,0.073,1.402,-1.139,2.541,-0.076,-0.041,0.303,0.054,2,1,2,"MAN, SPIDER","GO TO MUSEUM"
43,13,2,2,1.921,0.092,0.262,0.079,1.402,-0.896,2.298,-0.073,0.437,0.069,0.171,2,1,2,"MAN, SPIDER","GROW GARDEN"
43,14,1,1,1.443,0.355,-0.744,-0.443,1.402,0.294,1.109,-0.802,0.294,1.402,0.3,2,1,1,"MAN, SPIDER","LOOK AT PICTURES OF PLANTS"
43,15,2,2,1.74,0.222,0.552,0.26,1.402,-0.559,1.961,-0.281,1.448,-0.605,0.209,2,1,2,"MAN, SPIDER","READ ANIMAL STORIES"
43,16,1,1,1.33,0.342,-0.564,-0.33,1.402,0.468,0.934,-0.599,0.468,1.402,0.274,1,1,1,"MAN, SPIDER","MAKE A MAP"
43,17,2,2,1.552,0.326,0.785,0.448,1.402,0.045,1.357,-0.525,2.142,-0.694,0.286,2,1,2,"MAN, SPIDER","WATCH WHAT ANIMALS EAT"
43,18,2,2,1.985,0.016,0.119,0.015,1.402,-2.256,3.658,-0.015,-0.979,0.125,0.023,2,1,2,"MAN, SPIDER","GO ON PICNIC"
43,19,2,2,1.963,0.037,0.193,0.037,1.402,-2.161,3.563,-0.037,-0.502,-0.256,0.042,2,1,2,"MAN, SPIDER","GO TO ZOO"
43,20,0,0,0.848,0.436,-1.284,-0.848,1.402,1.747,-0.345,-1.185,-0.373,3.522,0.429,1,1,0,"MAN, SPIDER","WATCH BUGS"
43,21,2,2,1.829,0.162,0.425,0.171,1.402,-0.804,2.206,-0.176,0.997,-0.399,0.186,2,1,2,"MAN, SPIDER","WATCH BIRD MAKE NEST"
43,22,2,2,1.591,0.316,0.727,0.409,1.402,-0.009,1.411,-0.465,2.003,-0.611,0.298,2,1,2,"MAN, SPIDER","FIND OUT WHAT ANIMALS EAT"
43,23,0,0,0.708,0.503,-0.998,-0.708,1.402,1.947,-0.544,-0.821,0.154,3.195,0.526,0,1,0,"MAN, SPIDER","WATCH A RAT"
43,24,2,2,1.728,0.246,0.549,0.272,1.402,-0.32,1.723,-0.286,1.496,-0.415,0.281,2,1,2,"MAN, SPIDER","FIND OUT WHAT FLOWERS LIVE ON"
43,25,1,1,1.433,0.387,-0.696,-0.433,1.402,0.421,0.981,-0.856,0.421,1.402,0.366,2,1,1,"MAN, SPIDER","TALK W/FRIENDS ABOUT PLANTS"
44,1,1,1,1.328,0.294,-0.605,-0.328,0.256,-0.892,1.148,-0.513,-0.892,0.256,0.195,1,1,1,"CIANCI, BUDDY","WATCH BIRDS"
44,2,2,2,1.473,0.452,0.784,0.527,0.256,-0.611,0.867,-0.555,1.065,-1.419,0.538,2,1,2,"CIANCI, BUDDY","READ BOOKS ON ANIMALS"
44,3,1,1,0.991,0.393,0.014,0.009,0.256,0.279,-0.023,-0.5,0.279,0.256,0.393,1,1,1,"CIANCI, BUDDY","READ BOOKS ON PLANTS"
44,4,0,0,0.479,0.299,-0.876,-0.479,0.256,1.802,-1.546,-0.606,-0.656,2.714,0.193,0,1,0,"CIANCI, BUDDY","WATCH GRASS CHANGE"
44,5,0,0,0.228,0.209,-0.499,-0.228,0.256,2.189,-1.933,-0.238,0.357,2.088,0.234,0,1,0,"CIANCI, BUDDY","FIND BOTTLES AND CANS"
44,6,2,2,1.037,0.401,1.521,0.963,0.256,0.164,0.093,-1.515,2.433,-2.013,0.4,1,1,2,"CIANCI, BUDDY","LOOK UP STRANGE ANIMAL OR PLANT"
44,7,1,1,0.669,0.417,0.512,0.331,0.256,0.994,-0.738,-0.748,0.994,0.256,0.399,1,1,1,"CIANCI, BUDDY","WATCH ANIMAL MOVE"
44,8,0,0,0.485,0.319,-0.86,-0.485,0.256,1.641,-1.385,-0.599,-0.641,2.538,0.241,0,1,0,"CIANCI, BUDDY","LOOK IN SIDEWALK CRACKS"
44,9,1,1,0.824,0.502,0.249,0.176,0.256,0.6,-0.343,-0.761,0.6,0.256,0.505,1,1,1,"CIANCI, BUDDY","LEARN WEED NAMES"
44,10,2,2,1.7,0.247,0.603,0.3,0.256,-1.57,1.826,-0.33,0.473,-1.787,0.225,2,1,2,"CIANCI, BUDDY","LISTEN TO BIRD SING"
44,11,2,2,1.533,0.292,0.865,0.467,0.256,-1.372,1.628,-0.59,1.135,-2.251,0.179,2,1,2,"CIANCI, BUDDY","FIND WHERE ANIMAL LIVES"
44,12,1,1,1.801,0.159,-2.009,-0.801,0.256,-1.139,1.395,-1.617,-2.238,1.355,0.083,2,1,1,"CIANCI, BUDDY","GO TO MUSEUM"
44,13,2,2,1.69,0.367,0.512,0.31,0.256,-0.896,1.152,-0.266,0.437,-1.077,0.666,2,1,2,"CIANCI, BUDDY","GROW GARDEN"
44,14,2,2,0.984,0.422,1.563,1.016,0.256,0.294,-0.037,-1.592,2.489,-1.939,0.422,1,1,2,"CIANCI, BUDDY","LOOK AT PICTURES OF PLANTS"
44,15,1,1,1.373,0.416,-0.579,-0.373,0.256,-0.559,0.815,-0.81,-0.559,0.256,0.403,2,1,1,"CIANCI, BUDDY","READ ANIMAL STORIES"
44,16,1,1,0.924,0.358,0.127,0.076,0.256,0.468,-0.212,-0.452,0.468,0.256,0.353,1,1,1,"CIANCI, BUDDY","MAKE A MAP"
44,17,0,0,1.095,0.448,-1.635,-1.095,0.256,0.045,0.211,-1.708,-2.051,2.352,0.446,1,1,0,"CIANCI, BUDDY","WATCH WHAT ANIMALS EAT"
44,18,2,2,1.945,0.064,0.216,0.055,0.256,-2.256,2.512,-0.05,-0.979,-1.021,0.123,2,1,2,"CIANCI, BUDDY","GO ON PICNIC"
44,19,2,2,1.882,0.118,0.343,0.118,0.256,-2.161,2.417,-0.117,-0.502,-1.402,0.152,2,1,2,"CIANCI, BUDDY","GO TO ZOO"
44,20,0,0,0.411,0.305,-0.745,-0.411,0.256,1.747,-1.491,-0.478,-0.373,2.376,0.26,0,1,0,"CIANCI, BUDDY","WATCH BUGS"
44,21,1,1,1.522,0.392,-0.834,-0.522,0.256,-0.804,1.06,-1.092,-0.804,0.256,0.438,2,1,1,"CIANCI, BUDDY","WATCH BIRD MAKE NEST"
44,22,1,1,1.126,0.471,-0.184,-0.126,0.256,-0.009,0.265,-0.667,-0.009,0.256,0.469,1,1,1,"CIANCI, BUDDY","FIND OUT WHAT ANIMALS EAT"
